,Open_Interest_All,NonComm_Positions_Long_All,NonComm_Positions_Short_All,Comm_Positions_Long_All,Comm_Positions_Short_All,CFTC_Contract_Market_Code,Market_and_Exchange_Names,ZO_Close,HP,NetLong_Comm,Q_Comm,NetLong_NonComm,Q_NonComm,PT_Comm,PT_NonComm,Ret,Ret_Lead,HP_Smooth_52w
2016-08-02,9759,3014,3369,3722,4393,004603,OATS - CHICAGO BOARD OF TRADE,195.5,0.0687570447791782,-671,0.019422360873503068,-355,-0.03079400221394787,0.08022181146025878,0.047939840200532664,-0.02372034956304614,-0.1035805626598465,0.04841813448432285
2016-08-09,10178,2972,3930,3764,4137,004603,OATS - CHICAGO BOARD OF TRADE,175.25,0.036647671448221654,-373,0.03053591556511938,-958,-0.0617891177374731,0.03771674471585875,0.08736598087510866,-0.1035805626598465,-0.015691868758915817,0.0525214192740759
2016-08-16,10492,3217,4298,3863,4047,004603,OATS - CHICAGO BOARD OF TRADE,172.5,0.017537171178040413,-184,0.018569463548830812,-1081,-0.012084888976223226,0.023893805309734513,0.08157019294743846,-0.015691868758915817,-0.005797101449275366,0.05625156713732997
2016-08-23,10850,3299,4386,4031,4105,004603,OATS - CHICAGO BOARD OF TRADE,171.5,0.0068202764976958525,-74,0.010484178421654593,-1087,-0.000571864277544796,0.027777777777777776,0.022121014964216004,-0.005797101449275366,-0.0568513119533528,0.060083559472613124
2016-08-30,11033,3640,4468,4191,4294,004603,OATS - CHICAGO BOARD OF TRADE,161.75,0.009335629475210732,-103,-0.002672811059907834,-828,0.023870967741935485,0.04113140836770772,0.05217069560927479,-0.0568513119533528,-0.020092735703245768,0.0633089862427889
2016-09-06,10784,3544,4707,3868,3784,004603,OATS - CHICAGO BOARD OF TRADE,158.5,-0.007789317507418398,84,0.01694915254237288,-1163,-0.03036345508927762,0.1088604286461056,0.040601139255847775,-0.020092735703245768,0.03312302839116721,0.06590211463102745
2016-09-13,10901,3511,4803,4026,3915,004603,OATS - CHICAGO BOARD OF TRADE,163.75,-0.010182552059444088,111,0.0025037091988130565,-1292,-0.011962166172106825,0.03639340133484448,0.015515997113302862,0.03312302839116721,0.06870229007633588,0.06681090834037075
2016-09-20,10714,3373,4779,3895,3835,004603,OATS - CHICAGO BOARD OF TRADE,175.0,-0.005600149337315662,60,-0.004678469865149987,-1406,-0.010457756169158793,0.027296248382923674,0.01987242394504416,0.06870229007633588,-0.0028571428571428914,0.06773370018351191
2016-09-27,10738,3364,4614,3929,3984,004603,OATS - CHICAGO BOARD OF TRADE,174.5,0.005121996647420376,-55,-0.010733619563188352,-1250,0.014560388277020721,0.023126500695058765,0.021809977437954375,-0.0028571428571428914,0.0386819484240688,0.06856313753009773
2016-10-04,10302,3082,4444,3605,3893,004603,OATS - CHICAGO BOARD OF TRADE,181.25,0.027955736750145604,-288,-0.021698640342708138,-1362,-0.010430247718383311,0.05534809282475327,0.06005846399149615,0.0386819484240688,0.09793103448275864,0.06850624302600625
2016-10-11,9324,2759,3055,3431,4231,004603,OATS - CHICAGO BOARD OF TRADE,199.0,0.0858000858000858,-800,-0.049699087555814404,-296,0.10347505338769171,0.06682328373792744,0.29446164430684557,0.09793103448275864,0.023869346733668362,0.06923539917936267
2016-10-18,8712,2549,2350,3152,4598,004603,OATS - CHICAGO BOARD OF TRADE,203.75,0.1659779614325069,-1446,-0.06928356928356928,199,0.05308880308880309,0.08335483870967741,0.18677281077770974,0.023869346733668362,0.04049079754601226,0.07139355033143391
2016-10-25,8868,2619,1899,3357,5000,004603,OATS - CHICAGO BOARD OF TRADE,212.0,0.18527289129454216,-1643,-0.02261248852157943,720,0.05980257116620753,0.07263372023453392,0.11531651173085436,0.04049079754601226,0.03537735849056611,0.07390576695754505
2016-11-01,8563,2270,1477,3514,5468,004603,OATS - CHICAGO BOARD OF TRADE,219.5,0.22819105453696134,-1954,-0.03506991429860171,793,0.008231844835363104,0.06958361166778,0.20576461168935148,0.03537735849056611,0.028473804100227706,0.07718625797488558
2016-11-08,8400,2299,1291,3551,5623,004603,OATS - CHICAGO BOARD OF TRADE,225.75,0.24666666666666667,-2072,-0.013780217213593366,1008,0.025108022889174356,0.020928711576193592,0.05988857938718663,0.028473804100227706,0.032115171650055396,0.0809962530426873
2016-11-15,8449,1964,1446,3943,5596,004603,OATS - CHICAGO BOARD OF TRADE,233.0,0.19564445496508462,-1653,0.04988095238095238,518,-0.058333333333333334,0.04392493972114477,0.1436950146627566,0.032115171650055396,-0.04935622317596566,0.08315725677468068
2016-11-22,8707,1687,1391,4364,5822,004603,OATS - CHICAGO BOARD OF TRADE,221.5,0.16745147582404962,-1458,0.023079654396970056,296,-0.02627529885193514,0.06351855487924603,0.1078622482131254,-0.04935622317596566,-0.10383747178329572,0.08421454193086611
2016-11-29,7684,1986,1515,3137,4692,004603,OATS - CHICAGO BOARD OF TRADE,198.5,0.2023685580426861,-1555,-0.011140461697484783,471,0.02009877110370966,0.3010601609400945,0.12082262210796915,-0.10383747178329572,0.055415617128463435,0.08512200775090097
2016-12-06,7259,1958,1975,2982,4109,004603,OATS - CHICAGO BOARD OF TRADE,209.5,0.15525554484088716,-1127,0.055700156168662154,-17,-0.06350858927641853,0.10407558877450289,0.12407831172133231,0.055415617128463435,0.0417661097852029,0.08316376269103926
2016-12-13,7245,1794,1903,3075,4206,004603,OATS - CHICAGO BOARD OF TRADE,218.25,0.15610766045548655,-1131,-0.0005510400881664141,-109,-0.012673922027827524,0.026095316577393217,0.06383554233162023,0.0417661097852029,0.025200458190148822,0.08104833181804162
2016-12-20,6525,1807,1845,2428,3648,004603,OATS - CHICAGO BOARD OF TRADE,223.75,0.18697318007662836,-1220,-0.012284334023464459,-38,0.009799861973775017,0.19832126398946676,0.019441401971522453,0.025200458190148822,0.02122905027932953,0.07952942608586024
2016-12-27,6549,1769,1844,2676,3696,004603,OATS - CHICAGO BOARD OF TRADE,228.5,0.15574896930829135,-1020,0.03065134099616858,-75,-0.005670498084291188,0.04645323289391086,0.010794353722668144,0.02122905027932953,0.03063457330415753,0.07784943869878748
2017-01-03,6643,1787,1809,2632,3730,004603,OATS - CHICAGO BOARD OF TRADE,235.5,0.16528676802649406,-1098,-0.011910215300045808,-22,0.008092838601313178,0.012260295504558314,0.014738598442714126,0.03063457330415753,-0.03821656050955413,0.07731557537831886
2017-01-10,6827,1885,1796,2765,3951,004603,OATS - CHICAGO BOARD OF TRADE,226.5,0.17372198623114105,-1186,-0.013247026945657082,89,0.016709318079181093,0.05270994639666468,0.03015484922575387,-0.03821656050955413,0.10044150110375272,0.07807105691283883
2017-01-17,7645,1884,2035,2928,4320,004603,OATS - CHICAGO BOARD OF TRADE,249.25,0.18207979071288424,-1392,-0.030174307895122307,-151,-0.03515453347004541,0.07339955849889625,0.06124011227353917,0.10044150110375272,0.030090270812437314,0.07972172404074249
2017-01-24,7901,2186,1824,2714,4561,004603,OATS - CHICAGO BOARD OF TRADE,256.75,0.2337678774838628,-1847,-0.059516023544800525,362,0.0671026814911707,0.06254295532646048,0.12793017456359101,0.030090270812437314,-0.04868549172346637,0.08213360209581624
2017-01-31,7560,2168,1899,2495,4401,004603,OATS - CHICAGO BOARD OF TRADE,244.25,0.2521164021164021,-1906,-0.00746740918871029,269,-0.01177066194152639,0.054959396751740136,0.022866978116547823,-0.04868549172346637,0.054247697031729825,0.0855676295495491
2017-02-07,7942,2257,2046,2492,4507,004603,OATS - CHICAGO BOARD OF TRADE,257.5,0.25371442961470664,-2015,-0.014417989417989418,211,-0.007671957671957672,0.01557365337905415,0.05484545665814548,0.054247697031729825,-0.013592233009708687,0.08951650003423246
2017-02-14,8267,2369,2113,2857,4893,004603,OATS - CHICAGO BOARD OF TRADE,254.0,0.24628039191968065,-2036,-0.002644170234197935,256,0.005666079073281289,0.09690322580645161,0.03993752788933512,-0.013592233009708687,-0.0059055118110236116,0.09374292582908285
2017-02-21,8083,2304,2012,2855,5038,004603,OATS - CHICAGO BOARD OF TRADE,252.5,0.27007299270072993,-2183,-0.017781541066892465,292,0.004354663118422644,0.01862409730140631,0.038461538461538464,-0.0059055118110236116,0.0217821782178218,0.09752610825093164
2017-02-28,7190,2102,1548,2097,4452,004603,OATS - CHICAGO BOARD OF TRADE,258.0,0.327538247566064,-2355,-0.02127922800940245,554,0.032413707781764195,0.20522217132386625,0.18246575342465754,0.0217821782178218,0.029069767441860517,0.10303481508908362
2017-03-07,6944,1901,1169,1730,4174,004603,OATS - CHICAGO BOARD OF TRADE,265.5,0.3519585253456221,-2444,-0.012378303198887344,732,0.02475660639777469,0.1092479674796748,0.18892508143322476,0.029069767441860517,-0.04708097928436916,0.10918593848392387
2017-03-14,6261,1922,1024,1120,3689,004603,OATS - CHICAGO BOARD OF TRADE,253.0,0.41031784060054305,-2569,-0.018001152073732717,898,0.02390552995391705,0.22769806612601373,0.05634758995247793,-0.04708097928436916,0.0029644268774704496,0.11735855606049769
2017-03-21,6355,2298,1012,1171,3898,004603,OATS - CHICAGO BOARD OF TRADE,253.75,0.42911093627065305,-2727,-0.025235585369749243,1286,0.061970931161156366,0.051292168080489246,0.11722054380664652,0.0029644268774704496,-0.07389162561576357,0.12544092565929169
2017-03-28,6532,2140,853,1284,4159,004603,OATS - CHICAGO BOARD OF TRADE,235.0,0.44014084507042256,-2875,-0.023288749016522423,1287,0.00015735641227380016,0.06871210729377182,0.10591379886401604,-0.07389162561576357,-0.05212765957446808,0.13399989655976685
2017-04-04,6827,1793,854,2022,4573,004603,OATS - CHICAGO BOARD OF TRADE,222.75,0.3736633953420243,-2551,0.049601959583588484,939,-0.05327617881200245,0.17467778620166793,0.1314695882130714,-0.05212765957446808,-0.013468013468013518,0.14137060910064173
2017-04-11,6769,1627,855,2440,4563,004603,OATS - CHICAGO BOARD OF TRADE,219.75,0.31363569212586795,-2123,0.06269225135491431,772,-0.02446169620623993,0.061116664286734255,0.06728444802578566,-0.013468013468013518,-0.004550625711035261,0.1474514286291969
2017-04-18,6975,1680,906,2637,4696,004603,OATS - CHICAGO BOARD OF TRADE,218.75,0.29519713261648745,-2059,0.009454867779583395,774,0.0002954646181119811,0.04500204554752489,0.04021655065738593,-0.004550625711035261,0.017142857142857126,0.15304161569831137
2017-04-25,6096,1603,1197,2092,3803,004603,OATS - CHICAGO BOARD OF TRADE,222.5,0.2806758530183727,-1711,0.04989247311827957,406,-0.05275985663082437,0.24393553859202713,0.13142857142857142,0.017142857142857126,0.10224719101123592,0.15726842419312523
2017-05-02,5646,1488,1075,2072,3732,004603,OATS - CHICAGO BOARD OF TRADE,245.25,0.29401346085724406,-1660,0.008366141732283465,413,0.0011482939632545932,0.01567884217780841,0.092469761997659,0.10224719101123592,0.019367991845056,0.1614227002610346
2017-05-09,5940,1529,870,2015,3921,004603,OATS - CHICAGO BOARD OF TRADE,250.0,0.32087542087542087,-1906,-0.04357066950053135,659,0.04357066950053135,0.041442048517520216,0.10254272613588995,0.019367991845056,-0.08099999999999996,0.16694056889771514
2017-05-16,6269,1711,773,2189,4407,004603,OATS - CHICAGO BOARD OF TRADE,229.75,0.35380443451906207,-2218,-0.052525252525252523,938,0.04696969696969697,0.10006064281382657,0.11231884057971014,-0.08099999999999996,0.05005440696409136,0.17291989516450054
2017-05-23,6333,1677,725,2197,4571,004603,OATS - CHICAGO BOARD OF TRADE,241.25,0.3748618348334123,-2374,-0.02488435157122348,952,0.002233211038443133,0.02541371158392435,0.03413821815154038,0.05005440696409136,0.004145077720207224,0.17900850112109667
2017-05-30,6402,1697,748,2179,4515,004603,OATS - CHICAGO BOARD OF TRADE,242.25,0.3648859731333958,-2336,0.006000315806095058,949,-0.0004737091425864519,0.011054675829100687,0.017586912065439674,0.004145077720207224,0.057791537667698734,0.1848840032345298
2017-06-06,6867,1937,698,2065,5004,004603,OATS - CHICAGO BOARD OF TRADE,256.25,0.42798893257608855,-2939,-0.09418931583880037,1239,0.045298344267416434,0.08530202291696139,0.11005692599620494,0.057791537667698734,-0.011707317073170742,0.19175480827047245
2017-06-13,7095,1934,532,2082,5435,004603,OATS - CHICAGO BOARD OF TRADE,253.25,0.47258632840028186,-3353,-0.06028833551769332,1402,0.023736711810106306,0.05959824398031129,0.06853203568532036,-0.011707317073170742,0.031589338598223105,0.19874496325113306
2017-06-20,6989,2616,495,1539,5318,004603,OATS - CHICAGO BOARD OF TRADE,261.25,0.5407068250107312,-3779,-0.06004228329809725,2121,0.10133897110641296,0.09625200525010938,0.2311153969784635,0.031589338598223105,-0.056459330143540654,0.20659360838207932
2017-06-27,6034,2528,470,558,4514,004603,OATS - CHICAGO BOARD OF TRADE,246.5,0.6556181637388134,-3956,-0.02532551151809987,2058,-0.009014165116611818,0.3519321766561514,0.037691794529686455,-0.056459330143540654,0.25050709939148064,0.21812782195590452
2017-07-11,6564,2828,833,586,4523,004603,OATS - CHICAGO BOARD OF TRADE,308.25,0.5997867154174285,-3937,0.0031488233344381836,1995,-0.010440835266821345,0.00724212174593854,0.18109806063916964,0.25050709939148064,-0.05352798053527985,0.22909424794369324
2017-07-18,6701,2901,1015,595,4282,004603,OATS - CHICAGO BOARD OF TRADE,291.75,0.5502163856140875,-3687,0.038086532602071906,1886,-0.016605728214503353,0.0512610211195407,0.06511746680286006,-0.05352798053527985,-0.033419023136246784,0.2384690596648141
2017-07-25,6820,3076,928,598,4538,004603,OATS - CHICAGO BOARD OF TRADE,282.0,0.5777126099706745,-3940,-0.037755558871810174,2148,0.03909864199373228,0.05042834890965732,0.06543456543456544,-0.033419023136246784,-0.006205673758865271,0.24806434564963922
2017-08-01,7002,3296,1001,471,4592,004603,OATS - CHICAGO BOARD OF TRADE,280.25,0.5885461296772351,-4121,-0.02653958944281525,2295,0.02155425219941349,0.03574955559944697,0.06818710728415174,-0.006205673758865271,-0.02408563782337203,0.2577104679327201
2017-08-08,6836,2910,1074,520,4436,004603,OATS - CHICAGO BOARD OF TRADE,273.5,0.5728496196606202,-3916,0.029277349328763212,1836,-0.06555269922879177,0.04136400322841001,0.11521084337349398,-0.02408563782337203,-0.05575868372943327,0.2674045559112094
2017-08-15,6539,2796,912,656,4299,004603,OATS - CHICAGO BOARD OF TRADE,258.25,0.5571188255084876,-3643,0.039935634874195436,1884,0.007021650087770626,0.05509586276488396,0.0744336569579288,-0.05575868372943327,-0.074540174249758,0.2774136165662145
2017-08-22,5922,2572,999,491,3647,004603,OATS - CHICAGO BOARD OF TRADE,239.0,0.5329280648429585,-3156,0.07447621960544426,1573,-0.04756078911148494,0.1974383760270662,0.0870904508541025,-0.074540174249758,-0.01673640167364021,0.2873249799059244
2017-08-29,5799,2322,1085,460,3368,004603,OATS - CHICAGO BOARD OF TRADE,235.0,0.501465769960338,-2908,0.04187774400540358,1237,-0.05673758865248227,0.08098223615464994,0.09862048723216907,-0.01673640167364021,-0.07021276595744685,0.29683739324174446
2017-09-05,5636,1993,962,479,3233,004603,OATS - CHICAGO BOARD OF TRADE,218.5,0.4886444286728176,-2754,0.026556302810829453,1031,-0.03552336609760304,0.041487068965517244,0.15296108291032148,-0.07021276595744685,0.0778032036613272,0.30605487014939076
2017-09-12,5862,1821,1068,827,3407,004603,OATS - CHICAGO BOARD OF TRADE,235.5,0.44012282497441146,-2580,0.030872959545777148,753,-0.049325762952448546,0.1232876712328767,0.09622706818968502,0.0778032036613272,0.02016985138004257,0.3146685651971183
2017-09-19,5922,1841,798,1064,3652,004603,OATS - CHICAGO BOARD OF TRADE,240.25,0.4370145221209051,-2588,-0.001364721937905152,1043,0.04947117024906175,0.10220525869380831,0.10989010989010989,0.02016985138004257,0.04162330905306977,0.3232685089313557
2017-09-26,6142,1933,814,1322,3874,004603,OATS - CHICAGO BOARD OF TRADE,250.25,0.4154998371865842,-2552,0.0060790273556231,1119,0.012833502195204323,0.09237875288683603,0.039315617036767385,0.04162330905306977,0.003996003996004083,0.3313665855952769
2017-10-03,5837,1992,841,1021,3598,004603,OATS - CHICAGO BOARD OF TRADE,251.25,0.44149391810861743,-2577,-0.0040703353956366,1151,0.005210029306414849,0.12491881359601645,0.030356512530885987,0.003996003996004083,-0.006965174129353269,0.3397583533156846
2017-10-10,6006,1981,830,1229,3844,004603,OATS - CHICAGO BOARD OF TRADE,249.5,0.4353979353979354,-2615,-0.006510193592598938,1151,0.0,0.08949339641237926,0.007826396300249021,-0.006965174129353269,0.06112224448897785,0.3475937802127574
2017-10-17,6740,2264,594,1472,4559,004603,OATS - CHICAGO BOARD OF TRADE,264.75,0.45801186943620176,-3087,-0.07858807858807859,1670,0.08641358641358642,0.15884596252694413,0.1815955213435969,0.06112224448897785,0.04627006610009432,0.3547516991288366
2017-10-24,7276,2475,727,1670,4887,004603,OATS - CHICAGO BOARD OF TRADE,277.0,0.4421385376580539,-3217,-0.019287833827893175,1748,0.011572700296735905,0.08021961262772609,0.10743285446595878,0.04627006610009432,-0.044223826714801406,0.36006247944086633
2017-10-31,7820,2728,725,1872,5433,004603,OATS - CHICAGO BOARD OF TRADE,264.75,0.45537084398976985,-3561,-0.04727872457394173,2003,0.035046728971962614,0.10239561943874059,0.0738488271068636,-0.044223826714801406,0.02171860245514634,0.36525667083885155
2017-11-07,7884,3072,625,1853,5691,004603,OATS - CHICAGO BOARD OF TRADE,270.5,0.48680872653475393,-3838,-0.035421994884910483,2447,0.05677749360613811,0.036717921527041356,0.12009737625101434,0.02171860245514634,0.021256931608133023,0.3702300876080398
2017-11-14,8215,3338,607,2092,5905,004603,OATS - CHICAGO BOARD OF TRADE,276.25,0.4641509433962264,-3813,0.0031709791983764585,2731,0.03602232369355657,0.05664624234087783,0.07198986058301647,0.021256931608133023,-0.07420814479638005,0.37441247754514667
2017-11-21,7831,3299,661,1884,5710,004603,OATS - CHICAGO BOARD OF TRADE,255.75,0.4885710637211084,-3826,-0.0015824710894704807,2638,-0.011320754716981131,0.053068211746115354,0.023484848484848483,-0.07420814479638005,-0.043010752688172005,0.38004568155968566
2017-11-28,7013,3157,280,1484,5685,004603,OATS - CHICAGO BOARD OF TRADE,244.75,0.5990303721659774,-4201,-0.047886604520495465,2877,0.030519729281062443,0.05928302413167806,0.15216758801280186,-0.043010752688172005,-0.023493360572012234,0.38834527572010735
2017-12-05,6877,2977,266,1528,5444,004603,OATS - CHICAGO BOARD OF TRADE,239.0,0.5694343463719646,-3916,0.04063881363182661,2711,-0.02367032653643234,0.04087779690189329,0.059821153253160654,-0.023493360572012234,-0.04916317991631802,0.39540423318797807
2017-12-12,6490,2756,356,1492,4748,004603,OATS - CHICAGO BOARD OF TRADE,227.25,0.5016949152542373,-3256,0.0959720808492075,2400,-0.04522320779409626,0.11730769230769231,0.09993573264781491,-0.04916317991631802,0.08470847084708466,0.4020665287728502
2017-12-19,6525,2696,380,1769,4714,004603,OATS - CHICAGO BOARD OF TRADE,246.5,0.45134099616858236,-2945,0.047919876733436055,2316,-0.012942989214175655,0.04797161807805028,0.027308192457737322,0.08470847084708466,-0.013184584178498993,0.40774409292117897
2017-12-26,6406,2826,386,1647,4597,004603,OATS - CHICAGO BOARD OF TRADE,243.25,0.46050577583515456,-2950,-0.0007662835249042146,2440,0.01900383141762452,0.038276745675848815,0.04234122042341221,-0.013184584178498993,,0.41300433514730445
